S. No.,text,task_1
1161,বাকি বেলগ কথা নাই। খালি পিটন হব যদি লগ পাওঁ ।জয় আই অসম,HOF
1162,অসমত মীয়া নহলে ৰেপ কোনে কৰিব,HOF
1163,সকলোৱে আগ্ৰহেৰে এবাৰ হাত চাপৰি বজাই দিয়া।,NOT
1164,এয়া হল প্ৰকৃত অসমীয়া,NOT
1165,কাম নাই ছালা,HOF
1166,কান্তলীয়া ছৰ দিব লাগে,HOF
1167,এইজনী মগজু বিকৃতি ঘটিছে।,HOF
1168,শিল্পী সকল শিল্পী হৈ থাকিলেই ভাল লাগে |,NOT
1169,মোৰ  বস্তু বোৰত হে চকু,NOT
1170,তুমি তোমাৰ পৰিচয় এই ভিডিঅ'বাৰ্তা যোগে ৰাইজক দেখুৱাই হাঁহিৰ পাত্ৰ হʼলা। মানে শুদ্ধ অসমীয়াত ক'বলৈ গ'লে তুমি এটা মস্ত গাধ বা গৰু  ।,HOF
1171,"অগপৰ কোনো নীতি বোলা বস্ত নাই ।  কিহৰ বাবে আমাক দূখ দি অসমীয়া মানুহৰ  ঘাই  শত্ৰুআৰু বিদেশী বঙালীৰ মিত্ৰ বিজেপিক সমৰ্থ কৰিবলৈ গৈছিল ,বিজেপিয়ে অগপক বাৰে অপমান কৰি আছে । ",HOF
1172,"মই সৰু মানুহ মোৰ ইমান জ্ঞান নাই ,",NOT
1173,ইমান নাটক কৰিব নাপায়,HOF
1174,অসভ্য চেনেল।,NOT
1175,জিবস্রষ্ঠা মানুহ,HOF
1176,তাইক চাই আনন্দ লওক৷,NOT
1177,"নিজৰ পাকঘৰত সকলোৱেই কিবা নহয় কিবা কৰেই, কিন্তু কেমেৰা লৈ কাম কৰাটোহে হস্যকৰ।।",NOT
1178,আমাৰ বিলাকে পইচা খাব জানে মাত্ৰ,HOF
1179,ভাল লাগিল আপোনাৰ vdo 2 চাই।,NOT
1180,আমাক প্ৰমাণ লাগিব নহলে বিশ্বাস নকৰিম দেই ।,NOT
1181,ছিঃ ইয়াকৈ ভাল আমাৰ শুকুৰ আলীহে আছিলে। অন্ধসমাজ 🥱,HOF
1182,এই কেইটা নৰপিশাষ চিৰ জীৱন জেলত থৱ লাগে,HOF
1183,"ভুল নুবুজিব, ট্ৰাইবেল সকলে অসমৰ ৰাজনীতিৰ গাদীত বহিলে অসমৰ আজি এই অৱস্থা মই ভাবোঁ নিশ্বয় কৈ নহল হেঁতেন।",NOT
1184,"আনহাতে,মিঞা হ'ল পূৰ্ববংগ বা বাংলাদেশৰ পৰা প্ৰৱৰ্জনকাৰী।মিঞা ভাষা অসমৰ উপভাষা কেনেকৈ হ'ব???",HOF
1185,তোৰ মুৰত মালেই নাই।,HOF
1186,অই গৰু ভিডিঅ দেৰি হৈছে আৰু ৰৈ তাকিব নোৱাৰো🤬 বছৰিকে কিমান ৰৈ তা‌কিম বে বে বে বে বে বে বে বে বে,HOF
1187,নিজৰ মাজত মৰি থাক অসমীয়া,HOF
1188,অসমত সংগঠন খোলে অথচ অসমীয়া লিখিব নাজানে,NOT
1189,এই বাৰহে যদি থান্দা অলপ হয় আৰু এই মালটো হেই,HOF
1190,"নিজৰ জীয়েকক ধৰ্ষন কৰিলি, মৃতদেহক কৱৰৰ পৰা উঠাই ধৰ্ষন কৰিলি, ",HOF
1191,ছোৱালীজনী আধুনিক নে অত্যাধুনিক,HOF
1192,তহঁতৰ এই আগ গুৰি নোহোৱা নিউজ চাবলৈ গান্ধীজীয়ে দেশ স্বাধীন কৰিছিল নেকি,HOF
1193,ষষ্ঠীত প্ৰতিষ্ঠা কৰা দেৱীক বিসৰ্জু আমি বিজয়াৰ বিফল সন্ধিয়াত.... ইয়াত বিহু ক'ৰ পৰা আহিল।,NOT
1194,ভোটজলকীয়া নেইন,NOT
1195,Simple হৈ থাকিব দিয়ক ৷ ভাল পাব মানুহে ৷,NOT
1196,ওহ.. ফেদা জনী কেলা  !,HOF
1197,এইজনী ক মাৰি নেপেলাই কিয়,HOF
1198,কাপোৰ এনেকুৱা পিন্ধে যে কাপোৰৰ অভাৱ তেনেকুৱা ধৰণে,HOF
1199,মই ভাবো যদি এজন দেউতাকৰ বয়সৰ মানুহে এজনি সৰু ছোৱালী বিয়া কৰাব পাৰে,NOT
1200,হে ভগৱান।কিমান যে বাতি ছেট বিক্ৰী হব সেই দিনা,HOF
1201,ভুল‌ আমাৰ কিয়‌ চাও‌ এইবোৰ ভিদিও‌,HOF
1202,বঙালে অসমীয়াক বুৰঞ্জী শিক্ষা দিব নালাগে .,HOF
1203,মানুহৰ নামত কলংক ইহঁতবোৰ,HOF
1204,নিছা খাই ৰাস্তাত গুণ্ডাগিৰি কৰা,HOF
1205,মই হৱ লাগিছিল তাৰ চিখৰ খোৱা মুখ খন ভাঙি পেলাই দিলো হেতেন,HOF
1206,কি হব কবলৈ ভাষা নাই আৰ,NOT
1207,টুমাৰ প্ৰজাটিৰ ৰে হোই। 😂😂,NOT
1208,জুবিন দা অসমৰ এগৰাকী প্ৰসিদ্ধ কণ্ঠশিল্পী অসমৰ গৌৰৱ আৰু আদৰ্শ ব্যক্তি জয় জুবিন গাৰ্গ,NOT
1209,"তহতে মীয়া বিলাকৰ বাবে চিন্তা কৰক বাকি থ, অসমৰ পৰা কেনেকৈ বাংলাদেশী খেদাব এইবোৰ চিন্তা কৰিব লাগে।",NOT
1210,মানুহে নিজৰ দেশক বচাবলৈ যুদ্ধ ত পাৰমাণৱিক বোমা বেবহাৰ কৰিছিল।,NOT
1211,কাৰণ গৰিয়া সকল আমাৰেই শংকৰ আজান দেশৰ ভাই ভাই ।,NOT
1212,কথাতো সকলোৱেই জানে ভাল কিন্তু সেই বিদ্যালয়খন অহা মাহত বন্ধ কৰি গেটত তলা ওলোমাই ওচৰৰ বিদ্যালয় এখনৰ লগত একত্ৰিকৰণ কৰি দিব তেতিয়া আপোনাৰ অনুদানতো অথলে যাব যে !?,NOT
1213,কলিকতিয়া বঙালী বহি ৰাজ্যৰ পৰা যি সকল বঙালীয়ে কৰম সুত্ৰে আহি অসমীয়া ওপৰত অত্যাচাৰ চলাই আছে সেই সকলক বঙালীক কৈছিল ।,HOF
1214,দিনত নে ৰাতি ...মা কচম এসপ্তাহলৈকে নোলাম ...,HOF
1215,কাম নাই জোডি পোকোৰোট আংগুলিতু ভোৰাই হুই থ্ক,HOF
1216,একে ভুলৰ বাবে মতা হল বুলি ফটো মাৰি সবিশেষ বৰ্ণনা দিব আৰু মহিলা বুলি ফটো ব্লাৰ কৰি দেখু্াৱাব,NOT
1217,কথাখিনি সুন্দৰকৈ ক‘বচোন এংকৰ ডাঙৰীয়া ! চিঞৰি কয় কিয় বেয়া শুনি ৷,HOF
1218,সকলোৱে মাত মতা উচিত,NOT
1219,কোনজন বঙালী মানুহ জধা মুৰুখ।,HOF
1220,অসমত আহিব লাগে কেতিয়াল চৰকাৰ,NOT
1221,গুণ্ডাৰ দল নহয় বিশৃংখলৰ দল হে,HOF
1222,মোৰ দৰে কোনে কোনে জুম কৰী চাই ছা,NOT
1223,অসমৰ চৰকাৰী বিদ্যালয়ৰ আজি কি হৈছে।,HOF
1224,হিজৰাৰ লৰা ছোৱালী হয় নে বাৰু,HOF
1225,অসমীয়াক অপমান কৰা তাৰ দাত কেইটা চফা হৈ আছে চাফা হৈ যাব আৰু লগতে তাৰ জিভাখনো।,HOF
1226,অল্প বিদ্যা ভয়ংকৰি,NOT
1227,ভৱিষ্যতৰ জন্ম দিৱস আহিজাবো... তেওঁলোকে কেলা লাজ লাগিছে কি ইউটিউবাৰ মানোবি... মানোবিক বিয়া নাপাউ কিন্টু ইবুৰ হোল ভাল নালেজ কুও...?,NOT
1228,আগতে নিজে অসমীয়া হৈ লওক সকলো ।,HOF
1229,ডৰীয়া দাদা ৰ সেৱা আৰু আমাক নালাগে। যি কৰিলে অত দিন জন্ম পৰা দেখি আহিলো,NOT
1230,বাতৰি কব মন থাকিলে ভালকৈ কবি Roast চাব অহা নাই,HOF
1231,ভাল লাগিল। অসমৰ ভৱিষ্যত হয় যেন।,NOT
1232,"পাপিষ্ট, পাগলি, মতা মানুহ ইণ্ডিয়াত কম হৈছে, তাইক আৰু মতা লগে,",HOF
1233,"দলং বনোৱা,ঘৰ বনোৱা মিঞা কেইটাই নি জংঘলত এৰি থৈ আহে",HOF
1234,তেন্ত মিস্ট্ৰি সলাই দিলেই সমষ্যা খতম,NOT
1235,এক দুই তিনি  চাৰি  পা        চ বহু  দুৰত ।,NOT
1236,আহক আমি সকলোৱে মিলি এখন অসম গঢ়ো আহমেদ দা কিন্তু হিন্দু বাংলাদেশী মুছলমান বাংলাদেশী নহয় অকল অসমীয়া,HOF
