S. No.,text,task_1
807,"কঙ্গনা রানাউত টাইমস নাও চ্যানেলে বসে নভিকা কুমার(সিনিয়র দালাল - অ্যাংকর) পদ্মশ্রী উপলক্ষ্যে (১১/১১/২০২১)আমাদের স্বাধীনতা সম্পর্কে #ভিক্ষা করে স্বাধীনতা পাওয়া# এবং ২০১৪ সালে আসল স্বাধীনতা পেয়েছি # বলে উল্লেখ্য করে - শহীদদের প্রতি অসম্মান করেছেন,তৎসহ আপামোর জনসাধারণের (অন্ধ এবং নাথুরাম গডসে ভক্ত ব্যতীত) ভাবাবেগে আঘাত করলো। নরেন্দ্র মোদী এবং অমিত শা চুপ করে আছেন - উক্ত দুজনের বিরুদ্ধে রাষ্ট্র বিরোধী এবং দেশদ্রোহী বক্তব্যের এবং সমর্থনের জন্য UAPA ধারায় গ্রেফতার করছেন না কেন? অথচ এই সময় দালাল কর্পোরেট মিডিয়ার কনটেন্ট এবং উপস্থিত অপর্ণা সেন বক্তব্য রাখছেন - পরিস্থিতির অভিমুখ ঘুরিয়ে দিতে। আমাদের রাজ্যের মুখ্য রাজনৈতিক দল সহ সচেতন(অন্ধ এবং নাথুরাম গডসে ভক্ত ব্যতীত) জনগণ স্বাধীনতা এবং শহীদ ও স্বাধীনতা সংগ্রামীদের সম্পর্কে দেশবিরোধী এবং রাষ্ট্র বিরোধী বক্তব্য শুনে চুপ কেন? দালাল/গদি/চাটুকারিতা ইলেকট্রনিক্স/প্রিন্ট মিডিয়া নীরব থাকবে খুব স্বাভাবিক ব্যাপার - তাই বলে আমজনতা(অন্ধ এবং নাথুরাম গডসে ভক্ত ব্যতীত) নীরব থাকবে?",HOF
808,"সত্যিই বাড়বাড়ির চূড়ান্ত হচ্ছে।এখন ফেসবুক খুললেই প্রতিদিনই এই মাখামাখির ভিডিও এসেই যায়।এইসব দোকানের ক্রেতা সব সময়ই স্থানীয় লোকজনই হয়।কোলকাতা বা দূর শহরের লোক হুজুগে পড়ে এক আধদিন আসবে চলে যাবে তাই ইউটিউবে 'ভাইরাল' হলেও এদের ব্যবসার কিছুই লাভ হয় না বরং ভাটের ইউটিউব মিডিয়ার লোকজন লেবু কচলে তিতো করছে।আর প্রসঙ্গত কাঁচা সবজি,ম্যাগি ইত্যাদি মাখা?আমাকে বোধহয় লাখ টাকা দিলেও আমি এসব খেতাম না।আম,বাদাম,মুড়ি,শশা,পেয়ারা এইসব ঠিক আছে।কিন্তু উনিও তো আর কাউকে জোর করে খাওয়াচ্ছেন না,যারা স্বেচ্ছায় চেয়েছেন,উনি দিচ্ছেন।তাই সে নিয়েও বলার কিছুই নেই।লোকটা যদি সত্যিই এতোটা বিরক্ত হন,তাহলে এসব বন্ধ করা দরকার।হয়তো গরীব মানুষ কিছুটা বাড়তি আর্থিক লাভের প্রত্যাশায় এক সময় নিজেও 'ভাইরাল' হতে চেয়েছিলেন।সেটা অন্যায় না,আমরা ক'জন ই বা প্রচার চাই না!কিন্তু মানুষটাকে সুস্থভাবে ব্যবসা করতে দেওয়া প্রয়োজন। তাঁর পরিবারকে অন্ন তাঁকেই জোগাতে হবে,আমরা কেউ দেবো না।",NOT
809,দুটো বানর একটা বানুরি নাচ দেখাচ্ছে,HOF
810,ফালতু নিউজ। অানফলো করলাম।,NOT
811,সত্যি বলতে আমি প্রথম প্রথম সাপোর্ট করছিলাম কিন্ত পরে যখন এদের সাথে রাকেশ টিকেল কে দেখলাম তখন থেকে শংসয় যে এটা কৃষি বিল বা শাহীন বাগের মতো চক্রান্ত না তো,NOT
812,যেন বাপের চাকরি,HOF
813,"চীন কে এক ইঞ্চিও জমি ছাড়া হবে না, তার বেশি ছাড়া হবে।",NOT
814,"বুঝতে পারছিনা, যে কেরালা স্টোরি দেখলে বোধ হয় বিপ্লবী হতে হয়। হলে গিয়ে নিজের ইচ্ছেমত কোনো ছবি দেখতে গেলে কি নিজেকে সমাজ সংস্কারক হতে হবে?",NOT
815,"কেন বোন তোর নিজের বাবা, বাবা বলে ডাকতে দেয় না 😪🤧",NOT
816,ইনি আবার শিক্ষিকা। নির্লজ্জ বেহায়া ।,HOF
817,"যে কুস্তি করবে আশা করি তার শরীরে অনেক শক্তি থাকবে সাধারণ মানুষের থেকে,তো প্রশ্ন এটাই যে যখন ওই কুস্তিগীর কে sexually ভাবে assult করা হয়েছিলো তখন সে কোনোকিছু প্রতিবাদ বা আঘাত করলো না কেনো?",NOT
