Id|sentence|span|bio
696|i'd get on yo ass just like some britches , my girl ah woop yo ho she throw dem bitches|{'start': [8, 19], 'end': [8, 19]}|O O O O O O O O B O O O O O O O O O O B
697|". @user From now on , I'll use "" Little Girl "" . Except it insults preteen females comparing them to feminists ."|{'start': [9, 16, 21], 'end': [10, 17, 21]}|O O O O O O O O O B I O O O O O B I O O O B O
698|The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.|{'start': [12], 'end': [13]}|O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O
699|we need nigger control|{'start': [2], 'end': [2]}|O O B O
700|Subtweet me one more time , you dirty chink whore . |{'start': [7], 'end': [9]}|O O O O O O O B I I O
701|Today I went to the swimming baths with my son, but there was a section that was only reserved for Muslims. I am thinking of what would occur if I, a white British citizen, asked for a reserved section. This is a submission to Islamics.|{'start': [14, 42], 'end': [20, 44]}|O O O O O O O O O O O O O O B I I I I I I O O O O O O O O O O O O O O O O O O O O O B I I
702|Let Put This Lil Corny Bitch In A Hole And Throw Cheetos At Her @url|{'start': [4], 'end': [5]}|O O O O B I O O O O O O O O O
703|@user club diego tho stripper poles stripper hoes|{'start': [6], 'end': [7]}|O O O O O O B I
704|@user @user Agree with your idea to use the Army to build the wall ! Do it ! #BuildThatWall #BuildTheWall|{'start': [18, 19], 'end': [18, 19]}|O O O O O O O O O O O O O O O O O O B I
705|The problem is in blacks ' heads , but hey , you have already known that . |{'start': [4], 'end': [4]}|O O O O B O O O O O O O O O O O O
706|5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw|{'start': [1, 8], 'end': [1, 8]}|O B O O O O O O B O O O O O O O O O O O O O O
707|Because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew - communist wanted .|{'start': [7, 24], 'end': [7, 24]}|O O O O O O O B O O O O O O O O O O O O O O O O B O O O
708|"@user @user @user How about discussing this ? #JoeBiden's "" black box "" of American success . #WhiteGenocide #ImmigrationInvasion #JesseWatters #WatersWorld @url"|{'start': [17], 'end': [17]}|O O O O O O O O O O O O O O O O O B O O O O
709|Fuck woman who make false accusations of rape . You are a piece of poop @user|{'start': [0, 7], 'end': [0, 7]}|B O O O O O O B O O O O O O O O
710|True If @user loses midterms it will be because they failed to Keep Their Promises - #RepealObamacare #BuildTheWall #NoAmnesty #NoDACAdeal #EndChainMigration #MandateEverify|{'start': [16, 17, 19], 'end': [16, 17, 19]}|O O O O O O O O O O O O O O O O B I O B O O
711|@user @user To ignore the role of the immigration invasion and White Genocide in the housing disaster isn't just irresponsible , its criminal . @url|{'start': [8, 11], 'end': [8, 12]}|O O O O O O O O B O O B I O O O O O O O O O O O O
712|Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?|{'start': [10], 'end': [29]}|O O O O O O O O O O B I I I I I I I I I I I I I I I I I I I O O O O O O
713|the flag of the maga fags in all it glory it comes with nigger red shoes too|{'start': [13], 'end': [15]}|O O O O O O O O O O O O O B I I O
714|and all this butthurt faggotry just makes me want to join twp to spite you queers|{'start': [3, 10], 'end': [4, 15]}|O O O B I O O O O O B I I I I I
715|lying msm sure dropped this muzrat terrorist attack quick|{'start': [5], 'end': [7]}|O O O O O B I I O
716|@user also about how she like raped the principal in season |{'start': [6], 'end': [6]}|O O O O O O B O O O O
717|Hijiab represents Islam and this religion represents the women subjugation and the persecution of child, rapes, narrow-mindness, chauvinism. I do not like the hijab and everything that implicates!|{'start': [0], 'end': [17]}|B I I I I I I I I I I I I I I I I I O O O O O O O O O O
718|How incompetent was Obama doesnt know were wall goes on the border not around . #BuildThatWall #BuildTheWall #obamalegacy #obamalibrary|{'start': [16, 17], 'end': [16, 17]}|O O O O O O O O O O O O O O O O B I O
719|well well niggers and beaners are murderous animals who da thunk it|{'start': [2], 'end': [7]}|O O B I I I I I O O O O
720|if your ex is treating their new thang better than they ever treated you forget that hoe|{'start': [16], 'end': [16]}|O O O O O O O O O O O O O O O O B
721|#INeedMeninism Because watching feminists / their lapdogs have conniptions & mock a movement created solely to mock THEIR movement = TOO funny .|{'start': [0, 3, 5], 'end': [0, 3, 8]}|B O O B O B I I I O O O O O O O O O O O O O O
722|When you finally get the bitch to leave @user|{'start': [5], 'end': [5]}|O O O O O B O O O
723|Muslims, their texts as hate literature, and other manifestations of hate and genocide should be eradicated. We should have no tolerance towards this cult of hate! Imprison supporters of Islam, wake up Britain!|{'start': [2, 8, 19, 26], 'end': [5, 15, 25, 29]}|O O B I I I O O B I I I I I I I O O O B I I I I I I I I I I O O O
724|Loool I tried using my card abroad n the cunt hoe sket worker was like ' ur card declined maybe u dnt have enough ' @url|{'start': [10], 'end': [10]}|O O O O O O O O O O B O O O O O O O O O O O O O O O
725|weed guys the most emotional niggas ever|{'start': [5], 'end': [5]}|O O O O O B O
726|Karma's a bitch , right @user ? #MKR #MKR2015|{'start': [2, 7, 8, 8], 'end': [2, 7, 8, 8]}|O O B O O O O B I
727|""" @user : LMFAOOOO I HATE BLACK PEOPLE @url"|{'start': [5], 'end': [6]}|O O O O O B I O O
728|divide you are a fucking spic rapists and criminals get the fuck out beaner|{'start': [4, 9], 'end': [6, 13]}|O O O O B I I O O B I I I I
729|Says the bitch wit a HAT , WEAVE , & a FULL FACE , in her ICON ... lol fucc outta here you SEWER RAT , GUTTER SLUT , TRO @url|{'start': [2, 27], 'end': [2, 27]}|O O B O O O O O O O O O O O O O O O O O O O O O O O O B O O O
730|@user What a liar - get the story I paid him $ 380k after the fact because he attacked me . What a skank and so is every woman who looks the other way on this story because of the greater good .|{'start': [23], 'end': [23]}|O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O
731|An illegal alien has been charged with murder , arson and mutilation of a corpse n #Democrats Want to make sure more Illegals can cross U . S Border and they want to End #ICE #Trump #MAGA #RedNationRising @user #Immigration @url|{'start': [1, 22], 'end': [2, 22]}|O B I O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O
732|just saw a hershey ' s commercial on tv , ca n't find it on jewtube shows a White woman happily sharing candy with some mop headed groid male on an escalator guess I wo n't be buying that stuff ever again |{'start': [15, 18], 'end': [15, 18]}|O O O O O O O O O O O O O O O B O O B O O O O O O O O O O O O O O O O O O O O O O O
733|Are there any whites left in that craphole or have they all been killed ?|{'start': [7], 'end': [7]}|O O O O O O O B O O O O O O O
734|There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.|{'start': [2], 'end': [3]}|O O B I O O O O O O O O O O O O O O O O O O
735|i think it is because you are full of shit and refuse to budge on the kike narrative that you have been brainwashed to believe is the only way forward|{'start': [7, 16], 'end': [9, 16]}|O O O O O O O B I I O O O O O O B O O O O O O O O O O O O O
736|Muslims are not civilised and Europe does not want them.|{'start': [0], 'end': [3]}|B I I I O O O O O O
737|shoutout to every cishet man who had a crush on me you all are faggots|{'start': [14], 'end': [14]}|O O O O O O O O O O O O O O B
738|@user So this bitch blocked me but check her pinned tweet out , she is accusing men of rape on tumblr with @url|{'start': [3, 18], 'end': [3, 18]}|O O O B O O O O O O O O O O O O O O B O O O O
739|this site still sucks nigger dick|{'start': [3], 'end': [5]}|O O O B I I
740|Illegal Alien With History Of Child Sexual Assault Has Raped Another Child @user @user NEED TO PUT A STOP TO THIS ! #BuildTheWall #NoAmnestyEver #NoDACA #DeportThemAll #KeepAmericansSafe In other words , DO YOUR JOB ! |{'start': [0, 6, 9, 22, 25], 'end': [1, 7, 9, 22, 25]}|B I O O O O B I O B O O O O O O O O O O O O B O O B O O O O O O O O O
741|I do n't know ... if afrocant ' s do n't slather their skin several times a day with cocoa butter lotion it takes on a definite crocodilian appearance .|{'start': [6, 27], 'end': [6, 27]}|O O O O O O B O O O O O O O O O O O O O O O O O O O O B O O
742|ur nazi ur nazi u am nazi is usually the only argument the kike can come up with they are never able to come up with anything to say to try to prove the other person wrong|{'start': [13], 'end': [13]}|O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O
743|These 8 crooks are all Muslims and every one of their victims is Non-Muslim, white-British. Why do these criminals only target White British Non-Muslims?|{'start': [1], 'end': [5]}|O B I I I I O O O O O O O O O O O O O O O O O O
744|showa time for this fucking kike|{'start': [4], 'end': [5]}|O O O O B I
745|Illegal immigrants from Bangladesh , Afg r playing havoc in India.High time Mamta & Immigration office take a note , if they have any concern |{'start': [0], 'end': [1]}|B I O O O O O O O O O O O O O O O O O O O O O O O
746|all the other songs on this playlist called me faggot|{'start': [9], 'end': [9]}|O O O O O O O O O B
747|how can the kike apologist negate this one you can not admit it they are scum everything you learned in school except math and grammar was a lie|{'start': [3], 'end': [3]}|O O O B O O O O O O O O O O O O O O O O O O O O O O O O
748|18 Images You Won't Believe Exist On Google Maps #QAnon #Elections2018 #CorruptGovernment #GoogleIsCIA #ChildSexTrafficking #AmericaFirst #BuildTheWALL #ThesePeopleAreEVIL #NoDACA #GreatAwakening|{'start': [15, 16], 'end': [15, 16]}|O O O O O O O O O O O O O O O B I O O
749|If not kept in check , we may very well be living in an actual Planet of the Apes soon . |{'start': [18], 'end': [18]}|O O O O O O O O O O O O O O O O O O B O O
750|@user @user poor buggers perhaps they should not have raped and beaten children|{'start': [2, 9], 'end': [3, 12]}|O O B I O O O O O B I I I
751|An actual border cuts of human trafficking , drug trafficking , weapons trafficking and illegal immigrants , many of which are now terrorists ( #ISIS and #MS13 ) . I'm tired of America paying for everyone globally when so many here are homeless.Support America and #BuildTheWall @user @user |{'start': [14, 24], 'end': [15, 24]}|O O O O O O O O O O O O O O B I O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O
752|"Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers . "|{'start': [2, 4, 76], 'end': [2, 4, 76]}|O O B O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O
753|only elite looters are enriched when they import a 6 0 iq moslem onto welfare section homeless vets would not need taxpayer paid classes on how to use toilets in free homes|{'start': [7], 'end': [15]}|O O O O O O O B I I I I I I I I O O O O O O O O O O O O O O O O
754|i am a proud nsdap member nazi was a kike slur i will not wear it nsd ap|{'start': [9], 'end': [9]}|O O O O O O O O O B O O O O O O O O
755|lmao more than half the bitches i see sharing their opinions on cheating are thooters themselves|{'start': [5, 14], 'end': [5, 14]}|O O O O O B O O O O O O O O B O
756|Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!|{'start': [6, 17], 'end': [10, 21]}|O O O O O O B I I I I O O O O O O B I I I I O O O O O O O O O O O
757|@user @user These animals are ungrateful invaders . Parasites , sucking off the liberal tit of the host country . #NODACA #BuildTheWall |{'start': [8, 10, 21], 'end': [8, 10, 21]}|O O O O O O O O B O B O O O O O O O O O O B
758|Y'all say ' slut ' and ' whore ' like its a bad word ... I say that shit cause I'm attracted to a bitch|{'start': [3, 7, 18, 24], 'end': [3, 7, 18, 24]}|O O O B O O O B O O O O O O O O O O B O O O O O B
759|the first white president since were going into skin color now obama was the first nigger president lets return to the good old times|{'start': [15], 'end': [15]}|O O O O O O O O O O O O O O O B O O O O O O O O
760|@user @user @user Man bitch am not gonna do a damn thang , if u don't like what I got to say then unfollow me |{'start': [4], 'end': [4]}|O O O O B O O O O O O O O O O O O O O O O O O O O
